"Sadly, our father has died. It is not Salim-Assur who is our father, it is you who are our father. Take care there of our father's instructions and clear the affair.",la li-bi i-li-ma a-bu-ni : me-et la SCaI-ma-A-sur a-bu-ni a-ta a-bu-ni a-ma-kam a-na ti-ir-ti; a-bi4-ni i-hi-rid-ma za-ki-i
2 minas of tiri-silver to Iddin -Ass''ur son of Assfur-malik,2 ma-na KÙ.BABBAR ti-ri i-sé-er A-Mr-ták-laa-ku DUMU I-ku-pi-a DUMU A-Mr-tank-la-ku sla É U ku-ub-tù-ru-us
pack-saddle,kib f psum
packet,kib f psum
a donkey with a kib f pğum-load,ANsE kib f psim
Jungesel?,kib fpğum
"donkey equipped to carry massive, heavy loads",ANsE upqum
donkey,ANsE
kib f psum,kib f psum
upqum,upqum
i-na,i-na
"ma-ah-ri-ni"", not found, but ""A-fur--i-di"" is present)
6. (""KÙ.BABBAR"", not found)
7. (""a-hi-kà"", not found)
8. (""ANsE . HI . A",ANsE . HI . A
ku-nu-a-tum,ku-nu-a-tum
ga-ni-a-am,ga-ni-a-am
Ku-u/-Ku-lam,Ku-u/-Ku-lam
i-şé-er,i-şé-er
e-li-a-tum,e-li-a-tum
tù-ra-di-a-ni-ma,tù-ra-di-a-ni-ma
tù-qd-ld-ld-ni-ma,tù-qd-ld-ld-ni-ma
pack-saddle,kib f psum
packet,kib f psum
a donkey with a kib f pğum-load,ANsE kib f psim
donkey,ANsE
half-packs,ku-nu-a-tum
"donkey equipped to carry massive, heavy loads",ANsE upqum
i-na,i-na
in all,Ku-u/-Ku-lam
pack-saddle,kib f psum
packet,kib f psum
donkey,ANsE
a donkey with a kib f pğum-load,ANsE kib f psim
Jungesel?,kib fpğum
donkey equipped to carry massive,ANsE upqum
half-packs,ku-nu-a-tum
in all,Ku-u/-Ku-lam
to load somebody with something,yakäsum
bind on the harness,ra-ki-is-ma
fasten the ass-loads,bi-ld-at e--ma-ri kà-i--in-ma
let information come to me,té-er-ta--kà ar-hi-is ii-li-kam-ma
harnessing and loading,sayädum
load up,sa-sd-ri-dam
let the donkeys and their harness be ready,ANSE . HI . A ù ft-nu-sit-nu er-ss--a-at
don't load up,ld ta-sd-ri-dam
load up quickly,ar-hi--is sé-er<-da>-dam
carry away by horse,i-na si-sd-im AN . NA i-to-s2'
load the donkeys,ft-ld e-ma-re-e sé-er-da-ma
load your copper,uRUDU-a-kà i-sà-ri-du-nim
load the merchandise,sa--ra-dim ak--ld
send servants to load up the goods,[inûmi'] pi-ha-ri a-na s-nu--tim sd-ra-dim a-sa ßd-ra-ni
bring along with the goods,ßi-ri-kà--ni lu-ub-lu-nim
send the order to load up,su' -ma a-na 6 sâ-ra-dim i-sa ßu-ru ' té-er-ta-kà li-li-kam-ma
load up,sd-ra-dum i-ba-§i
merchandise to be transported on donkey back,muttatum
half-packs,mu-ta-tum
top-packs,e-li-a-tum
top-packs,élicitum
leather bags,naruggâtum
half-packs,mu-ta-tim
under my seal,ku-nu-hi-a
in the first place,i-na
 talents of tin,GÛ AN . NA
minas,ma-na
muttatum,mu-ta-tum
half-packs,mu-ta-tum
top-packs,e-li-a-tum
top-packs,e-li-tum
leather bags,naruggâtum
under my seal,ku-nu-hi-a
tin,AN.NA
talents,GÛ
minas,ma-na
textiles for wrapping,subâtiı sa liwitim
"to surround, to envelop, to wrap",lawct um
wrap the tablet in reed (?),i-na qd-nu-e la-wi-a-ma
entrust it to a reliable messenger,a-na DUMU um-me-a-nim ke-nim pi-iq-da lu-ub-lam
the hides (fleeces?) and piri-kannü-textiles,mas-ki it pi-ri-kâ-ni ku-nu-ki sa A-sùr--SIPA
let them wrap the bag (with textiles) and the hides together,it mas-ki is-té-ni-is li-i15-wi-i -su-nu-ma
I used 3o textiles for wrapping up,30 TvG i-li-wi-tim al-wi
3 textiles have been wrapped,3 TuG id-wi-{4]
packed textiles,TLJG . HI . A la-wi-ii
wrapping up,liwitum
textiles for wrapping,subâtiı sa liwitim
"to surround, to envelop, to wrap",lawct um
wrap the tablet in reed (?),i-na qd-nu-e la-wi-a-ma
the hides (fleeces?) and piri-kannü-textiles,mas-ki it pi-ri-kâ-ni ku-nu-ki sa A-sùr--SIPA
let them wrap the bag (with textiles) and the hides together,it mas-ki is-té-ni-is li-i15-wi-i -su-nu-ma
I used 3o textiles for wrapping up,30 TvG i-li-wi-tim al-wi
3 textiles have been wrapped,3 TuG id-wi-{4]
packed textiles,TLJG . HI . A la-wi-ii
wrapping up,liwitum
